epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,420.452,0.86193,2.52279,1.10992,0.9336,0.3414,0.41415,0.30027,2.36542,20.353,1.2189,0.000660194,0.000660194,0.000660194
2,859.273,0.90613,1.81849,1.12435,0.79843,0.45521,0.45831,0.30771,2.34072,13.6925,1.07916,0.000670065,0.000670065,0.000670065
